Unnamed: 0,subject_id,age,patch_path,centers_path
7510,751,-8.240978154443413,./data_starmen/images_patch/Starman__subject_s751__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_0_centers.npy
7511,751,-6.983752869862725,./data_starmen/images_patch/Starman__subject_s751__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_1_centers.npy
7512,751,-5.726527585282037,./data_starmen/images_patch/Starman__subject_s751__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_2_centers.npy
7513,751,-4.469302300701349,./data_starmen/images_patch/Starman__subject_s751__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_3_centers.npy
7514,751,-3.212077016120661,./data_starmen/images_patch/Starman__subject_s751__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_4_centers.npy
7515,751,-1.9548517315399727,./data_starmen/images_patch/Starman__subject_s751__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_5_centers.npy
7516,751,-0.6976264469592852,./data_starmen/images_patch/Starman__subject_s751__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_6_centers.npy
7517,751,0.5595988376214027,./data_starmen/images_patch/Starman__subject_s751__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_7_centers.npy
7518,751,1.8168241222020909,./data_starmen/images_patch/Starman__subject_s751__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_8_centers.npy
7519,751,3.0740494067827786,./data_starmen/images_patch/Starman__subject_s751__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s751_tp_9_centers.npy
7520,752,-6.166759286121586,./data_starmen/images_patch/Starman__subject_s752__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_0_centers.npy
7521,752,-5.244428168152008,./data_starmen/images_patch/Starman__subject_s752__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_1_centers.npy
7522,752,-4.32209705018243,./data_starmen/images_patch/Starman__subject_s752__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_2_centers.npy
7523,752,-3.399765932212852,./data_starmen/images_patch/Starman__subject_s752__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_3_centers.npy
7524,752,-2.477434814243274,./data_starmen/images_patch/Starman__subject_s752__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_4_centers.npy
7525,752,-1.5551036962736955,./data_starmen/images_patch/Starman__subject_s752__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_5_centers.npy
7526,752,-0.6327725783041176,./data_starmen/images_patch/Starman__subject_s752__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_6_centers.npy
7527,752,0.2895585396654603,./data_starmen/images_patch/Starman__subject_s752__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_7_centers.npy
7528,752,1.2118896576350382,./data_starmen/images_patch/Starman__subject_s752__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_8_centers.npy
7529,752,2.134220775604616,./data_starmen/images_patch/Starman__subject_s752__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s752_tp_9_centers.npy
7540,754,-2.8736565024304226,./data_starmen/images_patch/Starman__subject_s754__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_0_centers.npy
7541,754,-1.9032294059100008,./data_starmen/images_patch/Starman__subject_s754__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_1_centers.npy
7542,754,-0.93280230938958,./data_starmen/images_patch/Starman__subject_s754__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_2_centers.npy
7543,754,0.0376247871308415,./data_starmen/images_patch/Starman__subject_s754__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_3_centers.npy
7544,754,1.0080518836512629,./data_starmen/images_patch/Starman__subject_s754__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_4_centers.npy
7545,754,1.978478980171684,./data_starmen/images_patch/Starman__subject_s754__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_5_centers.npy
7546,754,2.9489060766921056,./data_starmen/images_patch/Starman__subject_s754__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_6_centers.npy
7547,754,3.919333173212528,./data_starmen/images_patch/Starman__subject_s754__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_7_centers.npy
7548,754,4.889760269732948,./data_starmen/images_patch/Starman__subject_s754__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_8_centers.npy
7549,754,5.860187366253369,./data_starmen/images_patch/Starman__subject_s754__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s754_tp_9_centers.npy
7550,755,-6.03134603243276,./data_starmen/images_patch/Starman__subject_s755__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_0_centers.npy
7551,755,-4.9898634060492215,./data_starmen/images_patch/Starman__subject_s755__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_1_centers.npy
7552,755,-3.9483807796656833,./data_starmen/images_patch/Starman__subject_s755__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_2_centers.npy
7553,755,-2.906898153282145,./data_starmen/images_patch/Starman__subject_s755__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_3_centers.npy
7554,755,-1.865415526898607,./data_starmen/images_patch/Starman__subject_s755__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_4_centers.npy
7555,755,-0.8239329005150688,./data_starmen/images_patch/Starman__subject_s755__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_5_centers.npy
7556,755,0.2175497258684693,./data_starmen/images_patch/Starman__subject_s755__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_6_centers.npy
7557,755,1.2590323522520075,./data_starmen/images_patch/Starman__subject_s755__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_7_centers.npy
7558,755,2.3005149786355457,./data_starmen/images_patch/Starman__subject_s755__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_8_centers.npy
7559,755,3.341997605019083,./data_starmen/images_patch/Starman__subject_s755__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s755_tp_9_centers.npy
7560,756,-6.083165808453619,./data_starmen/images_patch/Starman__subject_s756__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_0_centers.npy
7561,756,-5.13249710215675,./data_starmen/images_patch/Starman__subject_s756__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_1_centers.npy
7562,756,-4.18182839585988,./data_starmen/images_patch/Starman__subject_s756__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_2_centers.npy
7563,756,-3.2311596895630106,./data_starmen/images_patch/Starman__subject_s756__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_3_centers.npy
7564,756,-2.2804909832661413,./data_starmen/images_patch/Starman__subject_s756__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_4_centers.npy
7565,756,-1.3298222769692716,./data_starmen/images_patch/Starman__subject_s756__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_5_centers.npy
7566,756,-0.3791535706724023,./data_starmen/images_patch/Starman__subject_s756__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_6_centers.npy
7567,756,0.571515135624467,./data_starmen/images_patch/Starman__subject_s756__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_7_centers.npy
7568,756,1.5221838419213365,./data_starmen/images_patch/Starman__subject_s756__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_8_centers.npy
7569,756,2.472852548218205,./data_starmen/images_patch/Starman__subject_s756__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s756_tp_9_centers.npy
7570,757,-8.529610380856743,./data_starmen/images_patch/Starman__subject_s757__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_0_centers.npy
7571,757,-7.012326512466531,./data_starmen/images_patch/Starman__subject_s757__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_1_centers.npy
7572,757,-5.495042644076318,./data_starmen/images_patch/Starman__subject_s757__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_2_centers.npy
7573,757,-3.977758775686105,./data_starmen/images_patch/Starman__subject_s757__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_3_centers.npy
7574,757,-2.460474907295893,./data_starmen/images_patch/Starman__subject_s757__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_4_centers.npy
7575,757,-0.943191038905681,./data_starmen/images_patch/Starman__subject_s757__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_5_centers.npy
7576,757,0.5740928294845329,./data_starmen/images_patch/Starman__subject_s757__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_6_centers.npy
7577,757,2.091376697874745,./data_starmen/images_patch/Starman__subject_s757__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_7_centers.npy
7578,757,3.608660566264957,./data_starmen/images_patch/Starman__subject_s757__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_8_centers.npy
7579,757,5.125944434655169,./data_starmen/images_patch/Starman__subject_s757__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s757_tp_9_centers.npy
7580,758,-4.945990593057271,./data_starmen/images_patch/Starman__subject_s758__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_0_centers.npy
7581,758,-3.545377696868405,./data_starmen/images_patch/Starman__subject_s758__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_1_centers.npy
7582,758,-2.1447648006795386,./data_starmen/images_patch/Starman__subject_s758__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_2_centers.npy
7583,758,-0.7441519044906721,./data_starmen/images_patch/Starman__subject_s758__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_3_centers.npy
7584,758,0.6564609916981938,./data_starmen/images_patch/Starman__subject_s758__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_4_centers.npy
7585,758,2.05707388788706,./data_starmen/images_patch/Starman__subject_s758__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_5_centers.npy
7586,758,3.4576867840759267,./data_starmen/images_patch/Starman__subject_s758__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_6_centers.npy
7587,758,4.858299680264793,./data_starmen/images_patch/Starman__subject_s758__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_7_centers.npy
7588,758,6.258912576453659,./data_starmen/images_patch/Starman__subject_s758__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_8_centers.npy
7589,758,7.659525472642525,./data_starmen/images_patch/Starman__subject_s758__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s758_tp_9_centers.npy
7590,759,-6.54427324812523,./data_starmen/images_patch/Starman__subject_s759__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_0_centers.npy
7591,759,-5.266014060190782,./data_starmen/images_patch/Starman__subject_s759__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_1_centers.npy
7592,759,-3.987754872256335,./data_starmen/images_patch/Starman__subject_s759__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_2_centers.npy
7593,759,-2.709495684321888,./data_starmen/images_patch/Starman__subject_s759__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_3_centers.npy
7594,759,-1.4312364963874398,./data_starmen/images_patch/Starman__subject_s759__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_4_centers.npy
7595,759,-0.1529773084529919,./data_starmen/images_patch/Starman__subject_s759__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_5_centers.npy
7596,759,1.125281879481455,./data_starmen/images_patch/Starman__subject_s759__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_6_centers.npy
7597,759,2.403541067415904,./data_starmen/images_patch/Starman__subject_s759__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_7_centers.npy
7598,759,3.681800255350351,./data_starmen/images_patch/Starman__subject_s759__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_8_centers.npy
7599,759,4.9600594432847975,./data_starmen/images_patch/Starman__subject_s759__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s759_tp_9_centers.npy
7600,760,-6.955668244299385,./data_starmen/images_patch/Starman__subject_s760__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_0_centers.npy
7601,760,-6.038820816260337,./data_starmen/images_patch/Starman__subject_s760__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_1_centers.npy
7602,760,-5.121973388221288,./data_starmen/images_patch/Starman__subject_s760__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_2_centers.npy
7603,760,-4.205125960182238,./data_starmen/images_patch/Starman__subject_s760__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_3_centers.npy
7604,760,-3.28827853214319,./data_starmen/images_patch/Starman__subject_s760__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_4_centers.npy
7605,760,-2.3714311041041416,./data_starmen/images_patch/Starman__subject_s760__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_5_centers.npy
7606,760,-1.4545836760650923,./data_starmen/images_patch/Starman__subject_s760__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_6_centers.npy
7607,760,-0.537736248026043,./data_starmen/images_patch/Starman__subject_s760__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_7_centers.npy
7608,760,0.3791111800130053,./data_starmen/images_patch/Starman__subject_s760__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_8_centers.npy
7609,760,1.2959586080520538,./data_starmen/images_patch/Starman__subject_s760__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s760_tp_9_centers.npy
7620,762,-9.278110264074622,./data_starmen/images_patch/Starman__subject_s762__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_0_centers.npy
7621,762,-7.718144623030195,./data_starmen/images_patch/Starman__subject_s762__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_1_centers.npy
7622,762,-6.158178981985769,./data_starmen/images_patch/Starman__subject_s762__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_2_centers.npy
7623,762,-4.598213340941341,./data_starmen/images_patch/Starman__subject_s762__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_3_centers.npy
7624,762,-3.038247699896915,./data_starmen/images_patch/Starman__subject_s762__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_4_centers.npy
7625,762,-1.4782820588524883,./data_starmen/images_patch/Starman__subject_s762__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_5_centers.npy
7626,762,0.081683582191939,./data_starmen/images_patch/Starman__subject_s762__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_6_centers.npy
7627,762,1.6416492232363655,./data_starmen/images_patch/Starman__subject_s762__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_7_centers.npy
7628,762,3.201614864280792,./data_starmen/images_patch/Starman__subject_s762__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_8_centers.npy
7629,762,4.7615805053252185,./data_starmen/images_patch/Starman__subject_s762__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s762_tp_9_centers.npy
7630,763,-4.85646648760419,./data_starmen/images_patch/Starman__subject_s763__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_0_centers.npy
7631,763,-3.7298003228330656,./data_starmen/images_patch/Starman__subject_s763__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_1_centers.npy
7632,763,-2.603134158061941,./data_starmen/images_patch/Starman__subject_s763__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_2_centers.npy
7633,763,-1.476467993290817,./data_starmen/images_patch/Starman__subject_s763__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_3_centers.npy
7634,763,-0.3498018285196922,./data_starmen/images_patch/Starman__subject_s763__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_4_centers.npy
7635,763,0.7768643362514327,./data_starmen/images_patch/Starman__subject_s763__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_5_centers.npy
7636,763,1.9035305010225567,./data_starmen/images_patch/Starman__subject_s763__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_6_centers.npy
7637,763,3.0301966657936807,./data_starmen/images_patch/Starman__subject_s763__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_7_centers.npy
7638,763,4.156862830564806,./data_starmen/images_patch/Starman__subject_s763__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_8_centers.npy
7639,763,5.283528995335931,./data_starmen/images_patch/Starman__subject_s763__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s763_tp_9_centers.npy
7650,765,-5.119777938749371,./data_starmen/images_patch/Starman__subject_s765__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_0_centers.npy
7651,765,-3.948770250942952,./data_starmen/images_patch/Starman__subject_s765__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_1_centers.npy
7652,765,-2.777762563136534,./data_starmen/images_patch/Starman__subject_s765__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_2_centers.npy
7653,765,-1.6067548753301155,./data_starmen/images_patch/Starman__subject_s765__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_3_centers.npy
7654,765,-0.4357471875236971,./data_starmen/images_patch/Starman__subject_s765__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_4_centers.npy
7655,765,0.7352605002827213,./data_starmen/images_patch/Starman__subject_s765__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_5_centers.npy
7656,765,1.90626818808914,./data_starmen/images_patch/Starman__subject_s765__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_6_centers.npy
7657,765,3.077275875895557,./data_starmen/images_patch/Starman__subject_s765__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_7_centers.npy
7658,765,4.2482835637019765,./data_starmen/images_patch/Starman__subject_s765__tp_8_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_8_centers.npy
7659,765,5.419291251508396,./data_starmen/images_patch/Starman__subject_s765__tp_9_patches.npy,./data_starmen/images_patch/Starman__subject_s765_tp_9_centers.npy
7660,766,-5.655227642089988,./data_starmen/images_patch/Starman__subject_s766__tp_0_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_0_centers.npy
7661,766,-4.670169730487108,./data_starmen/images_patch/Starman__subject_s766__tp_1_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_1_centers.npy
7662,766,-3.685111818884227,./data_starmen/images_patch/Starman__subject_s766__tp_2_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_2_centers.npy
7663,766,-2.700053907281347,./data_starmen/images_patch/Starman__subject_s766__tp_3_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_3_centers.npy
7664,766,-1.7149959956784664,./data_starmen/images_patch/Starman__subject_s766__tp_4_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_4_centers.npy
7665,766,-0.7299380840755862,./data_starmen/images_patch/Starman__subject_s766__tp_5_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_5_centers.npy
7666,766,0.2551198275272943,./data_starmen/images_patch/Starman__subject_s766__tp_6_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_6_centers.npy
7667,766,1.240177739130175,./data_starmen/images_patch/Starman__subject_s766__tp_7_patches.npy,./data_starmen/images_patch/Starman__subject_s766_tp_7_centers.npy
