Unnamed: 0,subject_id,age,patch_path
8730,873,-4.784474684087147,./data_starmen/images_patch/Starman__subject_s873__tp_0_patches.npy
8731,873,-3.862404986290376,./data_starmen/images_patch/Starman__subject_s873__tp_1_patches.npy
8732,873,-2.9403352884936043,./data_starmen/images_patch/Starman__subject_s873__tp_2_patches.npy
8733,873,-2.018265590696833,./data_starmen/images_patch/Starman__subject_s873__tp_3_patches.npy
8734,873,-1.0961958929000617,./data_starmen/images_patch/Starman__subject_s873__tp_4_patches.npy
8735,873,-0.1741261951032902,./data_starmen/images_patch/Starman__subject_s873__tp_5_patches.npy
8736,873,0.7479435026934809,./data_starmen/images_patch/Starman__subject_s873__tp_6_patches.npy
8737,873,1.6700132004902528,./data_starmen/images_patch/Starman__subject_s873__tp_7_patches.npy
8738,873,2.592082898287024,./data_starmen/images_patch/Starman__subject_s873__tp_8_patches.npy
8739,873,3.514152596083795,./data_starmen/images_patch/Starman__subject_s873__tp_9_patches.npy
8740,874,-9.329422343107218,./data_starmen/images_patch/Starman__subject_s874__tp_0_patches.npy
8741,874,-8.261941506889464,./data_starmen/images_patch/Starman__subject_s874__tp_1_patches.npy
8742,874,-7.194460670671708,./data_starmen/images_patch/Starman__subject_s874__tp_2_patches.npy
8743,874,-6.1269798344539526,./data_starmen/images_patch/Starman__subject_s874__tp_3_patches.npy
8744,874,-5.059498998236197,./data_starmen/images_patch/Starman__subject_s874__tp_4_patches.npy
8745,874,-3.992018162018442,./data_starmen/images_patch/Starman__subject_s874__tp_5_patches.npy
8746,874,-2.924537325800687,./data_starmen/images_patch/Starman__subject_s874__tp_6_patches.npy
8747,874,-1.857056489582932,./data_starmen/images_patch/Starman__subject_s874__tp_7_patches.npy
8748,874,-0.7895756533651763,./data_starmen/images_patch/Starman__subject_s874__tp_8_patches.npy
8749,874,0.277905182852578,./data_starmen/images_patch/Starman__subject_s874__tp_9_patches.npy
8750,875,-5.08842871383015,./data_starmen/images_patch/Starman__subject_s875__tp_0_patches.npy
8751,875,-4.096129325476703,./data_starmen/images_patch/Starman__subject_s875__tp_1_patches.npy
8752,875,-3.1038299371232547,./data_starmen/images_patch/Starman__subject_s875__tp_2_patches.npy
8753,875,-2.111530548769807,./data_starmen/images_patch/Starman__subject_s875__tp_3_patches.npy
8754,875,-1.1192311604163594,./data_starmen/images_patch/Starman__subject_s875__tp_4_patches.npy
8755,875,-0.1269317720629112,./data_starmen/images_patch/Starman__subject_s875__tp_5_patches.npy
8756,875,0.8653676162905359,./data_starmen/images_patch/Starman__subject_s875__tp_6_patches.npy
8757,875,1.8576670046439832,./data_starmen/images_patch/Starman__subject_s875__tp_7_patches.npy
8758,875,2.8499663929974317,./data_starmen/images_patch/Starman__subject_s875__tp_8_patches.npy
8759,875,3.84226578135088,./data_starmen/images_patch/Starman__subject_s875__tp_9_patches.npy
8760,876,-1.30672472699883,./data_starmen/images_patch/Starman__subject_s876__tp_0_patches.npy
8761,876,-0.3631862067653196,./data_starmen/images_patch/Starman__subject_s876__tp_1_patches.npy
8762,876,0.5803523134681907,./data_starmen/images_patch/Starman__subject_s876__tp_2_patches.npy
8763,876,1.5238908337017012,./data_starmen/images_patch/Starman__subject_s876__tp_3_patches.npy
8764,876,2.4674293539352115,./data_starmen/images_patch/Starman__subject_s876__tp_4_patches.npy
8765,876,3.4109678741687217,./data_starmen/images_patch/Starman__subject_s876__tp_5_patches.npy
8766,876,4.354506394402232,./data_starmen/images_patch/Starman__subject_s876__tp_6_patches.npy
8767,876,5.298044914635742,./data_starmen/images_patch/Starman__subject_s876__tp_7_patches.npy
8768,876,6.241583434869253,./data_starmen/images_patch/Starman__subject_s876__tp_8_patches.npy
8769,876,7.185121955102764,./data_starmen/images_patch/Starman__subject_s876__tp_9_patches.npy
8770,877,-1.9058659129832456,./data_starmen/images_patch/Starman__subject_s877__tp_0_patches.npy
8771,877,-0.7741320004305077,./data_starmen/images_patch/Starman__subject_s877__tp_1_patches.npy
8772,877,0.3576019121222304,./data_starmen/images_patch/Starman__subject_s877__tp_2_patches.npy
8773,877,1.4893358246749688,./data_starmen/images_patch/Starman__subject_s877__tp_3_patches.npy
8774,877,2.6210697372277068,./data_starmen/images_patch/Starman__subject_s877__tp_4_patches.npy
8775,877,3.7528036497804447,./data_starmen/images_patch/Starman__subject_s877__tp_5_patches.npy
8776,877,4.884537562333184,./data_starmen/images_patch/Starman__subject_s877__tp_6_patches.npy
8777,877,6.016271474885921,./data_starmen/images_patch/Starman__subject_s877__tp_7_patches.npy
8778,877,7.148005387438659,./data_starmen/images_patch/Starman__subject_s877__tp_8_patches.npy
8779,877,8.279739299991398,./data_starmen/images_patch/Starman__subject_s877__tp_9_patches.npy
8780,878,-4.08861374048371,./data_starmen/images_patch/Starman__subject_s878__tp_0_patches.npy
8781,878,-3.1655029532817247,./data_starmen/images_patch/Starman__subject_s878__tp_1_patches.npy
8782,878,-2.242392166079739,./data_starmen/images_patch/Starman__subject_s878__tp_2_patches.npy
8783,878,-1.3192813788777529,./data_starmen/images_patch/Starman__subject_s878__tp_3_patches.npy
8784,878,-0.3961705916757672,./data_starmen/images_patch/Starman__subject_s878__tp_4_patches.npy
8785,878,0.526940195526219,./data_starmen/images_patch/Starman__subject_s878__tp_5_patches.npy
8786,878,1.4500509827282049,./data_starmen/images_patch/Starman__subject_s878__tp_6_patches.npy
8787,878,2.3731617699301903,./data_starmen/images_patch/Starman__subject_s878__tp_7_patches.npy
8788,878,3.296272557132176,./data_starmen/images_patch/Starman__subject_s878__tp_8_patches.npy
8789,878,4.219383344334162,./data_starmen/images_patch/Starman__subject_s878__tp_9_patches.npy
8800,880,-3.971317839408309,./data_starmen/images_patch/Starman__subject_s880__tp_0_patches.npy
8801,880,-3.0281176333962225,./data_starmen/images_patch/Starman__subject_s880__tp_1_patches.npy
8802,880,-2.0849174273841364,./data_starmen/images_patch/Starman__subject_s880__tp_2_patches.npy
8803,880,-1.1417172213720503,./data_starmen/images_patch/Starman__subject_s880__tp_3_patches.npy
8804,880,-0.1985170153599638,./data_starmen/images_patch/Starman__subject_s880__tp_4_patches.npy
8805,880,0.7446831906521227,./data_starmen/images_patch/Starman__subject_s880__tp_5_patches.npy
8806,880,1.6878833966642084,./data_starmen/images_patch/Starman__subject_s880__tp_6_patches.npy
8807,880,2.631083602676295,./data_starmen/images_patch/Starman__subject_s880__tp_7_patches.npy
8808,880,3.574283808688381,./data_starmen/images_patch/Starman__subject_s880__tp_8_patches.npy
8809,880,4.517484014700468,./data_starmen/images_patch/Starman__subject_s880__tp_9_patches.npy
8810,881,-3.1807479058307893,./data_starmen/images_patch/Starman__subject_s881__tp_0_patches.npy
8811,881,-1.841194446736143,./data_starmen/images_patch/Starman__subject_s881__tp_1_patches.npy
8812,881,-0.5016409876414967,./data_starmen/images_patch/Starman__subject_s881__tp_2_patches.npy
8813,881,0.8379124714531496,./data_starmen/images_patch/Starman__subject_s881__tp_3_patches.npy
8814,881,2.177465930547796,./data_starmen/images_patch/Starman__subject_s881__tp_4_patches.npy
8815,881,3.517019389642442,./data_starmen/images_patch/Starman__subject_s881__tp_5_patches.npy
8816,881,4.8565728487370885,./data_starmen/images_patch/Starman__subject_s881__tp_6_patches.npy
8817,881,6.196126307831736,./data_starmen/images_patch/Starman__subject_s881__tp_7_patches.npy
8818,881,7.535679766926381,./data_starmen/images_patch/Starman__subject_s881__tp_8_patches.npy
8819,881,8.875233226021027,./data_starmen/images_patch/Starman__subject_s881__tp_9_patches.npy
8820,882,-2.867238795792473,./data_starmen/images_patch/Starman__subject_s882__tp_0_patches.npy
8821,882,-1.9440501321116117,./data_starmen/images_patch/Starman__subject_s882__tp_1_patches.npy
8822,882,-1.0208614684307495,./data_starmen/images_patch/Starman__subject_s882__tp_2_patches.npy
8823,882,-0.0976728047498878,./data_starmen/images_patch/Starman__subject_s882__tp_3_patches.npy
8824,882,0.8255158589309741,./data_starmen/images_patch/Starman__subject_s882__tp_4_patches.npy
8825,882,1.7487045226118356,./data_starmen/images_patch/Starman__subject_s882__tp_5_patches.npy
8826,882,2.6718931862926976,./data_starmen/images_patch/Starman__subject_s882__tp_6_patches.npy
8827,882,3.5950818499735595,./data_starmen/images_patch/Starman__subject_s882__tp_7_patches.npy
8828,882,4.518270513654421,./data_starmen/images_patch/Starman__subject_s882__tp_8_patches.npy
8829,882,5.441459177335283,./data_starmen/images_patch/Starman__subject_s882__tp_9_patches.npy
8850,885,-7.093221471884741,./data_starmen/images_patch/Starman__subject_s885__tp_0_patches.npy
8851,885,-6.172268881114994,./data_starmen/images_patch/Starman__subject_s885__tp_1_patches.npy
8852,885,-5.251316290345247,./data_starmen/images_patch/Starman__subject_s885__tp_2_patches.npy
8853,885,-4.3303636995755,./data_starmen/images_patch/Starman__subject_s885__tp_3_patches.npy
8854,885,-3.409411108805753,./data_starmen/images_patch/Starman__subject_s885__tp_4_patches.npy
8855,885,-2.4884585180360057,./data_starmen/images_patch/Starman__subject_s885__tp_5_patches.npy
8856,885,-1.567505927266259,./data_starmen/images_patch/Starman__subject_s885__tp_6_patches.npy
8857,885,-0.6465533364965115,./data_starmen/images_patch/Starman__subject_s885__tp_7_patches.npy
8858,885,0.2743992542732352,./data_starmen/images_patch/Starman__subject_s885__tp_8_patches.npy
8859,885,1.195351845042982,./data_starmen/images_patch/Starman__subject_s885__tp_9_patches.npy
8860,886,-8.024340284482806,./data_starmen/images_patch/Starman__subject_s886__tp_0_patches.npy
8861,886,-6.907419242632829,./data_starmen/images_patch/Starman__subject_s886__tp_1_patches.npy
8862,886,-5.790498200782853,./data_starmen/images_patch/Starman__subject_s886__tp_2_patches.npy
8863,886,-4.673577158932876,./data_starmen/images_patch/Starman__subject_s886__tp_3_patches.npy
8864,886,-3.556656117082899,./data_starmen/images_patch/Starman__subject_s886__tp_4_patches.npy
8865,886,-2.4397350752329228,./data_starmen/images_patch/Starman__subject_s886__tp_5_patches.npy
8866,886,-1.3228140333829457,./data_starmen/images_patch/Starman__subject_s886__tp_6_patches.npy
8867,886,-0.205892991532969,./data_starmen/images_patch/Starman__subject_s886__tp_7_patches.npy
8868,886,0.9110280503170074,./data_starmen/images_patch/Starman__subject_s886__tp_8_patches.npy
8869,886,2.0279490921669847,./data_starmen/images_patch/Starman__subject_s886__tp_9_patches.npy
8870,887,-7.619145627020446,./data_starmen/images_patch/Starman__subject_s887__tp_0_patches.npy
8871,887,-6.231716913082579,./data_starmen/images_patch/Starman__subject_s887__tp_1_patches.npy
8872,887,-4.844288199144712,./data_starmen/images_patch/Starman__subject_s887__tp_2_patches.npy
8873,887,-3.456859485206844,./data_starmen/images_patch/Starman__subject_s887__tp_3_patches.npy
8874,887,-2.069430771268977,./data_starmen/images_patch/Starman__subject_s887__tp_4_patches.npy
8875,887,-0.6820020573311103,./data_starmen/images_patch/Starman__subject_s887__tp_5_patches.npy
8876,887,0.7054266566067575,./data_starmen/images_patch/Starman__subject_s887__tp_6_patches.npy
8877,887,2.0928553705446244,./data_starmen/images_patch/Starman__subject_s887__tp_7_patches.npy
8878,887,3.4802840844824914,./data_starmen/images_patch/Starman__subject_s887__tp_8_patches.npy
8879,887,4.867712798420358,./data_starmen/images_patch/Starman__subject_s887__tp_9_patches.npy
8880,888,-3.3171950726468484,./data_starmen/images_patch/Starman__subject_s888__tp_0_patches.npy
8881,888,-2.344663039429703,./data_starmen/images_patch/Starman__subject_s888__tp_1_patches.npy
8882,888,-1.3721310062125582,./data_starmen/images_patch/Starman__subject_s888__tp_2_patches.npy
8883,888,-0.3995989729954132,./data_starmen/images_patch/Starman__subject_s888__tp_3_patches.npy
8884,888,0.572933060221732,./data_starmen/images_patch/Starman__subject_s888__tp_4_patches.npy
8885,888,1.5454650934388772,./data_starmen/images_patch/Starman__subject_s888__tp_5_patches.npy
8886,888,2.517997126656022,./data_starmen/images_patch/Starman__subject_s888__tp_6_patches.npy
8887,888,3.490529159873168,./data_starmen/images_patch/Starman__subject_s888__tp_7_patches.npy
8888,888,4.463061193090312,./data_starmen/images_patch/Starman__subject_s888__tp_8_patches.npy
8889,888,5.435593226307457,./data_starmen/images_patch/Starman__subject_s888__tp_9_patches.npy
8890,889,-4.932389361641154,./data_starmen/images_patch/Starman__subject_s889__tp_0_patches.npy
8891,889,-3.988227563570404,./data_starmen/images_patch/Starman__subject_s889__tp_1_patches.npy
8892,889,-3.0440657654996546,./data_starmen/images_patch/Starman__subject_s889__tp_2_patches.npy
8893,889,-2.0999039674289053,./data_starmen/images_patch/Starman__subject_s889__tp_3_patches.npy
8894,889,-1.1557421693581555,./data_starmen/images_patch/Starman__subject_s889__tp_4_patches.npy
8895,889,-0.2115803712874058,./data_starmen/images_patch/Starman__subject_s889__tp_5_patches.npy
8896,889,0.7325814267833435,./data_starmen/images_patch/Starman__subject_s889__tp_6_patches.npy
8897,889,1.6767432248540937,./data_starmen/images_patch/Starman__subject_s889__tp_7_patches.npy
8898,889,2.620905022924843,./data_starmen/images_patch/Starman__subject_s889__tp_8_patches.npy
8899,889,3.565066820995592,./data_starmen/images_patch/Starman__subject_s889__tp_9_patches.npy
8900,890,-5.879154861179478,./data_starmen/images_patch/Starman__subject_s890__tp_0_patches.npy
