Unnamed: 0,age,image_path,subject_id
0,-4.286991750062417,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_0.npy,0
1,-3.241016077634242,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_1.npy,0
2,-2.1950404052060666,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_2.npy,0
3,-1.1490647327778911,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_3.npy,0
4,-0.1030890603497161,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_4.npy,0
5,0.9428866120784596,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_5.npy,0
6,1.9888622845066344,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_6.npy,0
7,3.034837956934809,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_7.npy,0
8,4.080813629362985,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_8.npy,0
9,5.1267893017911605,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_9.npy,0
10,-6.553313601923916,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_0.npy,1
11,-5.563817816929444,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_1.npy,1
12,-4.574322031934972,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_2.npy,1
13,-3.584826246940501,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_3.npy,1
14,-2.595330461946029,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_4.npy,1
15,-1.6058346769515577,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_5.npy,1
16,-0.6163388919570858,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_6.npy,1
17,0.3731568930373861,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_7.npy,1
18,1.362652678031858,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_8.npy,1
19,2.35214846302633,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_9.npy,1
20,-3.9924043590552816,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_0.npy,2
21,-3.0837373647428827,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_1.npy,2
22,-2.1750703704304835,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_2.npy,2
23,-1.2664033761180846,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_3.npy,2
24,-0.3577363818056858,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_4.npy,2
25,0.5509306125067135,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s2__tp_5.npy,2
