,age,image_path,subject_id
0,-5.9931956552246755,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_0.npy,643
1,-4.852839833177712,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_1.npy,643
2,-3.7124840111307487,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_2.npy,643
3,-2.5721281890837853,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_3.npy,643
4,-1.4317723670368219,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_4.npy,643
5,-0.2914165449898585,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_5.npy,643
6,0.8489392770571049,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_6.npy,643
7,1.9892950991040683,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_7.npy,643
8,3.1296509211510317,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_8.npy,643
9,4.270006743197995,./data_starmen/anomaly_images/growing_circle__starman__subject_s643__tp_9.npy,643
10,-7.506218613963023,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_0.npy,635
11,-6.542212851466601,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_1.npy,635
12,-5.57820708897018,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_2.npy,635
13,-4.614201326473758,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_3.npy,635
14,-3.650195563977336,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_4.npy,635
15,-2.6861898014809142,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_5.npy,635
16,-1.7221840389844925,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_6.npy,635
17,-0.7581782764880707,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_7.npy,635
18,0.2058274860083511,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_8.npy,635
19,1.1698332485047729,./data_starmen/anomaly_images/growing_circle__starman__subject_s635__tp_9.npy,635
20,-1.5585908366576917,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_0.npy,198
21,-0.5119944026634555,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_1.npy,198
22,0.5346020313307807,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_2.npy,198
23,1.5811984653250168,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_3.npy,198
24,2.627794899319253,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_4.npy,198
25,3.674391333313489,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_5.npy,198
26,4.720987767307726,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_6.npy,198
27,5.767584201301961,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_7.npy,198
28,6.814180635296198,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_8.npy,198
29,7.8607770692904335,./data_starmen/anomaly_images/growing_circle__starman__subject_s198__tp_9.npy,198
30,-7.4992740846311925,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_0.npy,626
31,-6.556616604340994,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_1.npy,626
32,-5.613959124050796,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_2.npy,626
33,-4.671301643760598,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_3.npy,626
34,-3.7286441634703995,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_4.npy,626
35,-2.7859866831802016,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_5.npy,626
36,-1.8433292028900032,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_6.npy,626
37,-0.9006717225998049,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_7.npy,626
38,0.04198575769039348,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_8.npy,626
39,0.9846432379805918,./data_starmen/anomaly_images/growing_circle__starman__subject_s626__tp_9.npy,626
40,-1.3694736769829632,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_0.npy,998
41,-0.22729733504260086,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_1.npy,998
42,0.9148790068977615,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_2.npy,998
43,2.057055348838124,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_3.npy,998
44,3.199231690778486,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_4.npy,998
45,4.3414080327188485,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_5.npy,998
46,5.483584374659211,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_6.npy,998
47,6.625760716599573,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_7.npy,998
48,7.767937058539935,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_8.npy,998
49,8.910113400480299,./data_starmen/anomaly_images/growing_circle__starman__subject_s998__tp_9.npy,998
