,age,image_path,subject_id
0,-4.604934935852123,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_0.npy,0
1,-3.5489515401242686,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_1.npy,0
2,-2.492968144396414,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_2.npy,0
3,-1.436984748668559,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_3.npy,0
4,-0.3810013529407046,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_4.npy,0
5,0.6749820427871498,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_5.npy,0
6,1.730965438515005,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_6.npy,0
7,2.7869488342428594,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_7.npy,0
8,3.842932229970714,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_8.npy,0
9,4.898915625698569,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s0__tp_9.npy,0
10,-5.239825431315075,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_0.npy,1
11,-4.328108529786583,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_1.npy,1
12,-3.416391628258091,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_2.npy,1
13,-2.5046747267295992,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_3.npy,1
14,-1.5929578252011072,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_4.npy,1
15,-0.6812409236726156,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_5.npy,1
16,0.23047597785587648,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_6.npy,1
17,1.1421928793843685,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_7.npy,1
18,2.0539097809128606,./data_starmen/images/SimulatedData__Reconstruction__starman__subject_s1__tp_8.npy,1
