,age,image_path,subject_id
0,-7.805648751854185,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_0.npy,168
1,-6.6418608612973475,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_1.npy,168
2,-5.478072970740511,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_2.npy,168
3,-4.314285080183675,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_3.npy,168
4,-3.1504971896268374,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_4.npy,168
5,-1.986709299070001,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_5.npy,168
6,-0.8229214085131638,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_6.npy,168
7,0.34086648204367354,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_7.npy,168
8,1.50465437260051,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_8.npy,168
9,2.6684422631573463,./data_starmen/anomaly_images/darker_circle__starman__subject_s168__tp_9.npy,168
10,-5.455918402008199,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_0.npy,947
11,-4.28164188276028,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_1.npy,947
12,-3.10736536351236,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_2.npy,947
13,-1.9330888442644403,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_3.npy,947
14,-0.7588123250165211,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_4.npy,947
15,0.41546419423139813,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_5.npy,947
16,1.5897407134793182,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_6.npy,947
17,2.7640172327272365,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_7.npy,947
18,3.9382937519751566,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_8.npy,947
19,5.112570271223077,./data_starmen/anomaly_images/darker_circle__starman__subject_s947__tp_9.npy,947
20,-6.493732446453201,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_0.npy,479
21,-5.237349167602604,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_1.npy,479
22,-3.980965888752006,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_2.npy,479
23,-2.7245826099014083,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_3.npy,479
24,-1.468199331050811,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_4.npy,479
25,-0.2118160522002137,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_5.npy,479
26,1.0445672266503845,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_6.npy,479
27,2.300950505500982,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_7.npy,479
28,3.557333784351579,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_8.npy,479
29,4.813717063202176,./data_starmen/anomaly_images/darker_circle__starman__subject_s479__tp_9.npy,479
30,-2.93200473165129,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_0.npy,363
31,-1.619176727534023,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_1.npy,363
32,-0.3063487234167561,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_2.npy,363
33,1.0064792807005105,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_3.npy,363
34,2.3193072848177776,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_4.npy,363
35,3.6321352889350447,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_5.npy,363
36,4.944963293052311,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_6.npy,363
37,6.257791297169579,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_7.npy,363
38,7.570619301286845,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_8.npy,363
39,8.883447305404111,./data_starmen/anomaly_images/darker_circle__starman__subject_s363__tp_9.npy,363
40,-2.822826964635814,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_0.npy,408
41,-1.869802126196751,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_1.npy,408
42,-0.9167772877576881,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_2.npy,408
43,0.03624755068137464,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_3.npy,408
44,0.9892723891204378,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_4.npy,408
45,1.942297227559501,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_5.npy,408
46,2.8953220659985632,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_6.npy,408
47,3.8483469044376264,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_7.npy,408
48,4.8013717428766896,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_8.npy,408
49,5.754396581315753,./data_starmen/anomaly_images/darker_circle__starman__subject_s408__tp_9.npy,408
